OverallQual,GrLivArea,GarageCars,TotalBsmtSF,YearBuilt,YearRemodAdd,FullBath,Neighborhood,LotArea,1stFlrSF,TotRmsAbvGrd,GarageArea,Fireplaces,SalePrice
5,1147.0,2.0,1378.0,1932,1953,1.0,NWAmes,6845.0,793.0,6.0,619.0,2,237145.0
6,1333.0,1.0,619.0,1893,1950,2.0,StoneBr,8969.0,849.0,8.0,257.0,2,274683.0
6,765.0,2.0,1213.0,1981,2001,1.0,MeadowV,6744.0,655.0,5.0,471.0,0,328663.0
7,1293.0,2.0,1384.0,1959,1993,3.0,IDOTRR,8008.0,1070.0,9.0,591.0,0,420702.0
9,1577.0,1.0,1018.0,1941,1950,3.0,Mitchel,4975.0,751.0,5.0,259.0,1,331462.0
4,1305.0,1.0,1499.0,1926,1955,3.0,Mitchel,11445.0,949.0,7.0,286.0,1,267474.0
9,1373.0,1.0,924.0,1893,1950,1.0,Blueste,9776.0,1095.0,8.0,226.0,0,350051.0
4,1505.0,2.0,963.0,2000,2010,2.0,NWAmes,3991.0,1050.0,7.0,540.0,0,185480.0
10,1171.0,1.0,629.0,1962,1973,2.0,Veenker,14713.0,1045.0,4.0,309.0,1,297090.0
6,1878.0,2.0,1503.0,1916,1950,2.0,CollgCr,8200.0,1425.0,5.0,608.0,1,345605.0
8,2269.0,1.0,721.0,1929,1950,1.0,StoneBr,9710.0,1127.0,8.0,248.0,1,371808.0
9,1271.0,1.0,1210.0,1972,1993,2.0,SWISU,13125.0,685.0,5.0,233.0,0,257635.0
8,1770.0,2.0,1026.0,1972,1988,2.0,StoneBr,10553.0,1455.0,8.0,561.0,1,353012.0
9,1389.0,2.0,596.0,1936,1967,2.0,Mitchel,16036.0,1248.0,6.0,605.0,0,262378.0
6,1707.0,1.0,790.0,1914,1950,1.0,SWISU,7734.0,844.0,7.0,296.0,1,251666.0
1,2337.0,1.0,1663.0,1963,1972,2.0,BrkSide,15021.0,1157.0,4.0,260.0,0,327392.0
5,1782.0,1.0,1145.0,1963,1994,1.0,Timber,9523.0,1414.0,6.0,292.0,1,280660.0
2,584.0,1.0,615.0,1955,1964,2.0,NPkVill,11543.0,334.0,5.0,340.0,0,199640.0
9,1753.0,2.0,1191.0,1882,1950,2.0,StoneBr,10958.0,843.0,7.0,576.0,0,411671.0
3,2162.0,1.0,993.0,1937,1950,2.0,ClearCr,16653.0,1838.0,7.0,215.0,2,373680.0
3,1399.0,3.0,2570.0,1957,1970,2.0,Blueste,12845.0,1133.0,7.0,864.0,1,324054.0
3,2038.0,2.0,1182.0,2004,2010,2.0,Gilbert,7176.0,1726.0,6.0,724.0,1,429834.0
7,1153.0,1.0,890.0,1945,1962,1.0,Timber,6499.0,856.0,5.0,229.0,2,275869.0
6,735.0,2.0,1679.0,1919,1950,1.0,StoneBr,8735.0,437.0,7.0,562.0,1,264654.0
10,1589.0,2.0,251.0,1949,1953,2.0,SWISU,6124.0,1363.0,5.0,542.0,0,268842.0
5,593.0,3.0,1098.0,1896,1950,1.0,Edwards,5292.0,347.0,8.0,852.0,2,250781.0
3,1389.0,1.0,1931.0,1884,1950,1.0,MeadowV,3090.0,797.0,6.0,288.0,0,224645.0
1,2191.0,2.0,1006.0,1966,1995,1.0,Somerst,4127.0,1860.0,6.0,651.0,1,222429.0
1,512.0,2.0,298.0,2009,2010,2.0,Mitchel,24166.0,387.0,7.0,567.0,0,156173.0
4,843.0,3.0,884.0,1989,2010,2.0,SWISU,6449.0,719.0,6.0,993.0,1,209017.0
10,973.0,3.0,1694.0,1953,1957,0.0,NridgHt,23196.0,506.0,4.0,826.0,0,414017.0
6,1482.0,2.0,1222.0,1877,1950,1.0,Edwards,10955.0,1302.0,5.0,532.0,0,335927.0
9,1323.0,2.0,690.0,2009,2010,2.0,StoneBr,8735.0,960.0,8.0,506.0,1,303324.0
2,2250.0,2.0,757.0,1934,1951,1.0,Sawyer,4229.0,1689.0,7.0,415.0,2,293374.0
1,2016.0,2.0,812.0,1912,1950,1.0,BrDale,8976.0,1736.0,4.0,582.0,3,290533.0
9,1775.0,3.0,1215.0,1996,2010,2.0,NPkVill,23065.0,1103.0,7.0,1086.0,0,444309.0
2,1591.0,2.0,1643.0,1975,1987,2.0,NWAmes,19513.0,1231.0,6.0,597.0,3,231634.0
1,1721.0,1.0,1518.0,1976,1984,2.0,ClearCr,10271.0,1270.0,5.0,307.0,0,250399.0
5,1062.0,1.0,1257.0,1910,1950,0.0,Gilbert,5043.0,854.0,5.0,263.0,0,298819.0
10,1965.0,1.0,474.0,2009,2010,3.0,Blmngtn,5549.0,1677.0,8.0,270.0,2,567618.0
7,931.0,2.0,475.0,1934,1967,2.0,NridgHt,5847.0,704.0,3.0,639.0,0,328572.0
1,1954.0,1.0,1291.0,1945,1977,3.0,NPkVill,16968.0,939.0,5.0,360.0,1,261244.0
9,2138.0,3.0,468.0,1976,1978,1.0,MeadowV,20249.0,1138.0,7.0,1019.0,0,449577.0
9,1626.0,1.0,958.0,1963,1976,1.0,Sawyer,9877.0,1430.0,9.0,312.0,1,485886.0
9,1422.0,2.0,1190.0,1895,1950,2.0,BrDale,7696.0,1260.0,7.0,563.0,1,502462.0
10,1725.0,3.0,559.0,1914,1950,1.0,NoRidge,19426.0,1527.0,5.0,865.0,0,332974.0
3,334.0,0.0,608.0,1922,1950,2.0,StoneBr,5490.0,334.0,9.0,0.0,0,147636.0
10,1674.0,3.0,1016.0,2003,2008,2.0,SawyerW,9190.0,1041.0,4.0,666.0,0,404907.0
4,1455.0,1.0,1278.0,1971,1981,2.0,Gilbert,11288.0,1152.0,7.0,235.0,1,401872.0
9,1488.0,2.0,1522.0,1922,1960,1.0,SWISU,5817.0,1174.0,7.0,564.0,0,270167.0
6,1886.0,2.0,1323.0,1974,1980,2.0,CollgCr,6516.0,922.0,5.0,537.0,0,354838.0
8,1476.0,2.0,1089.0,1974,2010,1.0,NWAmes,6267.0,1069.0,8.0,442.0,1,257335.0
7,916.0,2.0,730.0,1926,1953,1.0,Edwards,18185.0,471.0,6.0,557.0,0,311943.0
7,1441.0,3.0,588.0,1928,1964,2.0,NAmes,23323.0,968.0,8.0,802.0,0,287007.0
7,1550.0,2.0,833.0,1996,2010,2.0,NAmes,9484.0,865.0,4.0,466.0,0,342645.0
8,1575.0,3.0,1237.0,1950,1963,2.0,OldTown,7831.0,746.0,7.0,796.0,0,428056.0
8,1600.0,2.0,1204.0,1892,1950,1.0,Blmngtn,6635.0,778.0,6.0,534.0,0,383467.0
2,2061.0,3.0,137.0,1972,1978,0.0,MeadowV,8963.0,1772.0,8.0,766.0,1,251096.0
9,945.0,2.0,713.0,1953,1964,1.0,Blueste,6801.0,742.0,6.0,634.0,0,344318.0
6,1607.0,0.0,1585.0,1942,1950,1.0,OldTown,8531.0,1397.0,8.0,0.0,1,378340.0
4,2192.0,4.0,1092.0,1972,1977,1.0,Blueste,11011.0,1450.0,7.0,802.0,0,383388.0
6,604.0,1.0,436.0,1998,2001,1.0,Timber,7313.0,384.0,6.0,280.0,0,231469.0
10,1609.0,3.0,2089.0,1917,1950,2.0,MeadowV,8145.0,984.0,8.0,852.0,0,469155.0
9,1208.0,2.0,1044.0,1930,1950,1.0,Veenker,8162.0,879.0,8.0,592.0,0,299744.0
9,1320.0,3.0,1225.0,1898,1950,1.0,NridgHt,7640.0,803.0,7.0,775.0,1,445962.0
5,1040.0,1.0,1232.0,1961,1963,2.0,ClearCr,7182.0,817.0,3.0,243.0,2,281848.0
8,1426.0,2.0,896.0,1927,1950,1.0,StoneBr,13110.0,1156.0,5.0,559.0,1,393262.0
4,2482.0,2.0,738.0,1919,1958,2.0,Mitchel,3695.0,2095.0,9.0,525.0,0,332456.0
7,851.0,3.0,1986.0,1968,1971,2.0,Crawfor,19676.0,476.0,4.0,1026.0,1,338493.0
7,901.0,2.0,1496.0,1928,1950,2.0,Gilbert,9583.0,619.0,8.0,534.0,2,376979.0
3,831.0,2.0,1417.0,1936,1950,2.0,Somerst,12149.0,458.0,8.0,556.0,0,184437.0
3,2422.0,0.0,1309.0,1933,1950,2.0,Blmngtn,12869.0,1131.0,5.0,0.0,1,367799.0
1,1272.0,2.0,618.0,1907,1950,2.0,ClearCr,6285.0,978.0,3.0,544.0,0,241739.0
2,1502.0,2.0,1617.0,1889,1950,2.0,Timber,5669.0,1047.0,6.0,604.0,0,205981.0
5,1304.0,2.0,688.0,1986,2010,2.0,SWISU,5345.0,1012.0,10.0,612.0,0,230898.0
5,1019.0,2.0,1181.0,1884,1950,1.0,Mitchel,7915.0,499.0,5.0,619.0,1,185321.0
2,1392.0,1.0,339.0,1917,1950,1.0,NridgHt,12703.0,1250.0,5.0,292.0,0,220620.0
5,2806.0,2.0,163.0,1964,1994,2.0,Blmngtn,6688.0,2518.0,5.0,576.0,2,487910.0
7,2246.0,3.0,1196.0,1890,1950,1.0,Blueste,12136.0,1481.0,8.0,852.0,1,369016.0
3,1067.0,0.0,703.0,1963,1988,2.0,Gilbert,2741.0,896.0,6.0,0.0,0,223580.0
4,1855.0,2.0,186.0,1973,1989,2.0,BrDale,7385.0,1038.0,5.0,586.0,1,323398.0
4,1078.0,2.0,1294.0,1964,1999,2.0,BrkSide,16052.0,843.0,9.0,722.0,1,377313.0
6,582.0,1.0,1986.0,1914,1950,2.0,SWISU,8222.0,492.0,7.0,328.0,2,213464.0
4,2050.0,2.0,1666.0,1874,1950,1.0,OldTown,5916.0,1674.0,5.0,584.0,0,292793.0
8,2124.0,3.0,944.0,1995,2010,2.0,BrkSide,6448.0,1732.0,5.0,943.0,3,421030.0
4,2064.0,3.0,1061.0,1917,1950,2.0,Edwards,1970.0,1359.0,8.0,736.0,0,347119.0
5,1268.0,2.0,1446.0,1983,2010,1.0,BrDale,5400.0,1038.0,7.0,539.0,0,297154.0
4,1427.0,2.0,1548.0,1899,1950,1.0,SawyerW,15193.0,1086.0,4.0,636.0,0,258877.0
2,1909.0,2.0,907.0,1894,1950,2.0,NridgHt,6692.0,973.0,4.0,679.0,1,283494.0
7,1721.0,2.0,1072.0,1980,1997,2.0,SWISU,7099.0,863.0,5.0,498.0,0,248289.0
3,1308.0,1.0,1189.0,2002,2010,2.0,Blmngtn,2791.0,1043.0,5.0,261.0,1,356303.0
3,665.0,1.0,1300.0,1991,2004,1.0,NWAmes,3962.0,486.0,3.0,367.0,1,173712.0
8,1575.0,2.0,999.0,1976,1982,1.0,SWISU,16237.0,1077.0,5.0,568.0,0,291277.0
10,2081.0,2.0,1004.0,1906,1950,2.0,SWISU,12193.0,1786.0,5.0,706.0,0,330147.0
7,886.0,1.0,1661.0,1998,2000,2.0,Crawfor,4681.0,662.0,6.0,288.0,2,330886.0
10,1850.0,1.0,1587.0,1964,1970,1.0,BrDale,6534.0,1162.0,9.0,290.0,0,444806.0
9,1689.0,2.0,1266.0,1895,1950,2.0,Edwards,8826.0,1075.0,6.0,536.0,1,391466.0
5,1909.0,1.0,1810.0,1889,1950,2.0,Veenker,4924.0,1379.0,6.0,318.0,1,304678.0
8,1973.0,2.0,888.0,1993,2010,1.0,Mitchel,3288.0,1563.0,7.0,669.0,2,329510.0
4,1150.0,3.0,1768.0,1910,1950,1.0,CollgCr,8270.0,810.0,6.0,716.0,1,303002.0
5,666.0,1.0,1295.0,1978,1994,2.0,Blueste,11924.0,452.0,7.0,266.0,2,275052.0
6,1235.0,2.0,2490.0,1891,1950,2.0,MeadowV,12039.0,960.0,7.0,633.0,1,350862.0
10,1982.0,2.0,535.0,1910,1950,1.0,BrDale,13872.0,1521.0,7.0,550.0,3,432799.0
9,1230.0,2.0,755.0,1911,1950,1.0,Edwards,4118.0,1013.0,11.0,521.0,1,355840.0
5,1151.0,3.0,1240.0,1911,1950,1.0,ClearCr,9218.0,550.0,8.0,961.0,0,385640.0
7,559.0,1.0,1231.0,1965,1998,2.0,SWISU,7830.0,441.0,5.0,324.0,1,199741.0
3,2435.0,2.0,1911.0,1999,2010,2.0,NPkVill,8573.0,1659.0,7.0,524.0,0,419045.0
9,1948.0,3.0,764.0,1998,2010,1.0,SawyerW,8055.0,942.0,5.0,865.0,0,352026.0
6,1919.0,2.0,1453.0,1975,2010,2.0,Blmngtn,6437.0,1450.0,7.0,463.0,2,432927.0
6,2023.0,2.0,1566.0,1900,1950,1.0,SWISU,1981.0,1563.0,4.0,488.0,0,247794.0
8,1818.0,2.0,1366.0,2005,2010,1.0,NridgHt,16009.0,1246.0,5.0,570.0,1,383852.0
7,1387.0,2.0,636.0,1947,1981,1.0,Gilbert,10562.0,1120.0,7.0,563.0,3,381155.0
1,1429.0,2.0,1674.0,1947,1982,1.0,NPkVill,4264.0,836.0,8.0,483.0,2,313894.0
3,1291.0,2.0,1595.0,1969,1972,2.0,StoneBr,11345.0,698.0,7.0,503.0,1,302031.0
2,2898.0,1.0,1320.0,1978,2010,2.0,OldTown,7161.0,1761.0,8.0,237.0,2,395172.0
8,1807.0,3.0,1147.0,2004,2010,2.0,Edwards,7263.0,1147.0,7.0,895.0,0,427219.0
1,1272.0,3.0,1156.0,1952,1960,2.0,BrDale,6098.0,971.0,7.0,604.0,0,252338.0
3,1759.0,2.0,1023.0,1956,1968,3.0,Somerst,11713.0,1461.0,6.0,479.0,0,212028.0
6,984.0,1.0,1338.0,1975,2005,1.0,Gilbert,6003.0,762.0,8.0,205.0,1,325682.0
7,2305.0,2.0,1071.0,1907,1950,1.0,NoRidge,5175.0,1218.0,8.0,594.0,1,262393.0
6,1168.0,2.0,685.0,1914,1950,1.0,Veenker,15770.0,718.0,6.0,416.0,2,236510.0
9,1778.0,1.0,598.0,1958,1985,1.0,NWAmes,8189.0,927.0,6.0,281.0,3,307138.0
10,2075.0,1.0,728.0,1880,1950,1.0,StoneBr,8319.0,1575.0,9.0,346.0,0,370534.0
2,1717.0,1.0,1154.0,1916,1952,2.0,SWISU,12660.0,964.0,6.0,347.0,0,176453.0
10,1565.0,2.0,1045.0,1971,1975,2.0,NoRidge,6414.0,1074.0,7.0,416.0,0,317464.0
7,1521.0,2.0,1151.0,2007,2010,2.0,SWISU,7086.0,1226.0,7.0,584.0,2,299612.0
7,1485.0,1.0,1276.0,1944,1983,2.0,Gilbert,10434.0,1117.0,6.0,240.0,1,370536.0
1,1212.0,2.0,782.0,1927,1950,3.0,NoRidge,4144.0,708.0,5.0,465.0,1,178211.0
7,1279.0,2.0,1699.0,1933,1950,1.0,NAmes,10002.0,767.0,7.0,551.0,0,363487.0
8,2292.0,2.0,940.0,1967,1978,1.0,ClearCr,6137.0,1705.0,6.0,658.0,1,454149.0
6,1458.0,1.0,867.0,1947,1960,2.0,MeadowV,13735.0,1017.0,9.0,304.0,1,330189.0
1,1102.0,1.0,1268.0,1875,1950,1.0,MeadowV,11770.0,544.0,8.0,251.0,1,195248.0
6,1244.0,1.0,253.0,1946,1957,1.0,NAmes,11018.0,1049.0,6.0,308.0,0,319391.0
10,2093.0,1.0,711.0,1927,1951,2.0,NPkVill,4010.0,1425.0,8.0,190.0,0,483018.0
8,1870.0,2.0,1487.0,1969,1986,2.0,Mitchel,8504.0,1240.0,7.0,500.0,0,407470.0
2,1809.0,2.0,296.0,1993,2010,1.0,OldTown,4971.0,976.0,9.0,494.0,0,296879.0
10,1380.0,2.0,1546.0,2005,2010,1.0,IDOTRR,8792.0,855.0,6.0,566.0,0,381611.0
10,1816.0,1.0,1719.0,1956,1980,2.0,Timber,2814.0,1089.0,7.0,272.0,3,417492.0
2,1177.0,2.0,895.0,1922,1958,2.0,Mitchel,4145.0,673.0,6.0,549.0,1,207405.0
9,1379.0,4.0,1185.0,1933,1950,2.0,ClearCr,16228.0,973.0,7.0,1092.0,0,442310.0
5,2024.0,1.0,1547.0,1896,1950,1.0,IDOTRR,10770.0,1332.0,5.0,281.0,0,345054.0
6,1974.0,1.0,853.0,2002,2010,1.0,Gilbert,7503.0,1678.0,7.0,302.0,2,341784.0
5,999.0,4.0,1437.0,1989,2010,1.0,NoRidge,5685.0,873.0,7.0,1144.0,2,215565.0
8,1066.0,2.0,763.0,1990,2010,2.0,NridgHt,5208.0,585.0,9.0,537.0,1,428286.0
10,1572.0,1.0,848.0,1917,1950,2.0,OldTown,9898.0,778.0,6.0,296.0,0,398969.0
8,2421.0,2.0,707.0,1916,1950,1.0,NridgHt,7542.0,1945.0,6.0,626.0,1,466039.0
10,509.0,1.0,1207.0,1991,2010,0.0,NPkVill,19406.0,457.0,8.0,258.0,1,341760.0
10,1661.0,2.0,1564.0,1947,1950,2.0,Timber,8165.0,1393.0,5.0,555.0,1,349776.0
1,793.0,2.0,976.0,1969,1999,1.0,Sawyer,9222.0,365.0,8.0,653.0,2,234992.0
3,1182.0,1.0,500.0,1940,1957,2.0,SawyerW,4473.0,666.0,8.0,236.0,0,209824.0
8,1324.0,3.0,583.0,1933,1950,1.0,Veenker,7477.0,622.0,9.0,1057.0,0,313713.0
6,1294.0,2.0,1230.0,1959,1975,1.0,StoneBr,9784.0,1060.0,7.0,453.0,1,312593.0
1,1235.0,2.0,1865.0,1985,2002,2.0,MeadowV,7432.0,879.0,6.0,532.0,0,250179.0
1,1519.0,2.0,1229.0,1918,1950,3.0,NoRidge,7025.0,1035.0,7.0,484.0,1,188985.0
6,1234.0,1.0,888.0,1984,2010,2.0,Blueste,10546.0,863.0,7.0,368.0,0,297250.0
7,747.0,2.0,1393.0,1905,1950,2.0,StoneBr,19099.0,421.0,6.0,520.0,1,330436.0
2,1924.0,3.0,952.0,1927,1950,2.0,Mitchel,9629.0,1387.0,9.0,780.0,1,297268.0
2,1910.0,2.0,891.0,1998,2010,1.0,NridgHt,15869.0,886.0,7.0,530.0,0,273780.0
2,1958.0,3.0,637.0,2004,2010,1.0,CollgCr,12220.0,1450.0,5.0,851.0,1,241219.0
6,706.0,2.0,1674.0,2000,2010,0.0,MeadowV,15401.0,551.0,10.0,534.0,1,301712.0
1,1672.0,2.0,0.0,1915,1950,3.0,Blmngtn,6602.0,1259.0,7.0,549.0,0,265057.0
6,1870.0,2.0,1406.0,1989,1998,2.0,StoneBr,8075.0,1121.0,5.0,278.0,0,346424.0
5,974.0,2.0,854.0,2002,2010,2.0,Crawfor,8092.0,800.0,5.0,565.0,0,302387.0
5,1520.0,1.0,877.0,2007,2010,2.0,Edwards,11768.0,1173.0,9.0,281.0,0,330106.0
7,1454.0,2.0,1798.0,1874,1950,1.0,StoneBr,13309.0,738.0,9.0,643.0,1,330752.0
6,2482.0,2.0,744.0,1975,1996,1.0,Gilbert,9533.0,1335.0,8.0,665.0,0,543628.0
8,2525.0,1.0,759.0,2010,2010,3.0,NoRidge,13882.0,1860.0,9.0,272.0,1,336334.0
8,641.0,2.0,1000.0,1978,2008,2.0,Sawyer,6757.0,372.0,8.0,625.0,0,399917.0
10,2824.0,2.0,1238.0,1904,1950,1.0,Veenker,13942.0,1423.0,7.0,472.0,2,459019.0
8,1035.0,2.0,863.0,1978,1996,1.0,Blmngtn,14882.0,538.0,7.0,621.0,0,395499.0
6,2030.0,2.0,368.0,1886,1950,2.0,Gilbert,12566.0,1065.0,7.0,514.0,0,318856.0
5,2025.0,2.0,678.0,1938,1957,2.0,NWAmes,9577.0,1347.0,8.0,465.0,1,254869.0
3,992.0,1.0,1618.0,1959,1962,1.0,Blmngtn,12793.0,718.0,5.0,273.0,2,270684.0
6,1774.0,3.0,1090.0,1935,1959,1.0,NAmes,5727.0,939.0,8.0,1008.0,1,378436.0
2,1459.0,2.0,1255.0,1969,1997,1.0,Crawfor,9889.0,1124.0,9.0,574.0,0,244245.0
10,1806.0,2.0,942.0,1905,1950,1.0,Edwards,10407.0,1041.0,6.0,680.0,0,437848.0
9,1636.0,2.0,768.0,1956,1993,2.0,Mitchel,4607.0,966.0,6.0,500.0,1,365721.0
2,2143.0,1.0,1792.0,1961,1980,1.0,NAmes,11354.0,1180.0,7.0,322.0,1,360273.0
8,1555.0,3.0,975.0,1960,1998,2.0,Edwards,4796.0,1249.0,5.0,762.0,0,377776.0
2,1427.0,3.0,863.0,1912,1950,2.0,Mitchel,7230.0,1258.0,4.0,867.0,0,196895.0
8,2090.0,2.0,1537.0,1914,1950,2.0,CollgCr,9135.0,1404.0,8.0,577.0,1,384430.0
1,1820.0,2.0,741.0,1907,1950,1.0,MeadowV,6214.0,853.0,6.0,613.0,1,271666.0
5,1899.0,2.0,797.0,1936,1975,3.0,Timber,9333.0,1077.0,7.0,580.0,1,307577.0
7,1166.0,2.0,1061.0,1953,1982,1.0,BrkSide,9258.0,608.0,6.0,501.0,0,382312.0
8,966.0,2.0,1057.0,1922,1950,1.0,BrkSide,5943.0,801.0,9.0,630.0,1,372450.0
5,1217.0,2.0,1171.0,1928,1950,1.0,BrDale,11896.0,594.0,8.0,699.0,0,293742.0
10,1189.0,1.0,1973.0,1911,1950,1.0,Veenker,6111.0,1052.0,6.0,257.0,0,346460.0
8,1928.0,2.0,1204.0,1902,1950,1.0,CollgCr,28113.0,1378.0,5.0,413.0,1,340501.0
3,2027.0,2.0,15.0,1963,1989,2.0,SWISU,8478.0,1384.0,6.0,600.0,0,211946.0
7,1434.0,2.0,1200.0,1985,2004,1.0,BrkSide,4986.0,1192.0,7.0,534.0,0,422918.0
8,2266.0,1.0,1074.0,1912,1950,2.0,MeadowV,5474.0,1048.0,7.0,275.0,0,399846.0
4,2233.0,2.0,1076.0,1991,2010,1.0,MeadowV,15895.0,1786.0,7.0,604.0,1,369323.0
8,1643.0,1.0,1165.0,1951,1964,1.0,SWISU,7299.0,826.0,7.0,262.0,1,238957.0
9,1084.0,1.0,1044.0,1895,1950,2.0,StoneBr,4528.0,898.0,8.0,269.0,2,305401.0
9,2342.0,1.0,1034.0,1922,1950,3.0,Gilbert,13723.0,1612.0,6.0,276.0,1,498101.0
8,1483.0,1.0,1326.0,1873,1950,1.0,Veenker,7275.0,708.0,7.0,339.0,1,289993.0
7,1581.0,3.0,820.0,1877,1950,1.0,SWISU,12416.0,1304.0,5.0,844.0,0,228047.0
3,1337.0,1.0,642.0,1918,1956,1.0,NridgHt,14297.0,618.0,11.0,231.0,0,262509.0
8,1048.0,1.0,2381.0,1935,1955,1.0,Gilbert,10273.0,537.0,6.0,232.0,0,442094.0
4,744.0,3.0,743.0,1982,2000,1.0,Crawfor,29672.0,602.0,7.0,857.0,2,297242.0
6,1847.0,1.0,1101.0,1890,1950,2.0,NWAmes,3781.0,1218.0,7.0,235.0,0,275603.0
4,1104.0,2.0,402.0,1988,1995,1.0,StoneBr,5949.0,935.0,6.0,435.0,1,221836.0
4,3121.0,1.0,1108.0,1904,1950,3.0,Mitchel,7880.0,2297.0,7.0,305.0,0,296974.0
2,945.0,2.0,648.0,1891,1950,2.0,Somerst,27739.0,690.0,6.0,615.0,1,148620.0
10,855.0,2.0,863.0,1969,1974,1.0,SawyerW,22004.0,497.0,5.0,531.0,0,324183.0
2,1783.0,2.0,1515.0,1979,1982,1.0,BrDale,17058.0,910.0,7.0,583.0,0,300140.0
1,2318.0,2.0,1264.0,1956,1979,1.0,BrDale,6021.0,2046.0,4.0,575.0,0,292397.0
10,1549.0,2.0,1306.0,1888,1950,2.0,Sawyer,6382.0,770.0,9.0,608.0,1,421683.0
6,1815.0,1.0,281.0,1888,1950,1.0,MeadowV,5918.0,1249.0,8.0,304.0,1,317405.0
5,547.0,1.0,1862.0,1926,1950,1.0,OldTown,6053.0,334.0,8.0,176.0,2,257748.0
8,1159.0,3.0,535.0,1934,1950,1.0,Blueste,18889.0,659.0,4.0,811.0,3,440168.0
4,951.0,2.0,1727.0,2010,2010,2.0,MeadowV,7928.0,682.0,5.0,601.0,0,291854.0
2,520.0,1.0,1504.0,1911,1950,2.0,CollgCr,8470.0,421.0,9.0,264.0,2,204733.0
8,1576.0,2.0,1310.0,1898,1950,2.0,SWISU,13190.0,1260.0,13.0,563.0,0,260365.0
2,338.0,2.0,683.0,2003,2010,2.0,Crawfor,3898.0,334.0,8.0,620.0,0,209622.0
6,821.0,1.0,1123.0,1893,1950,2.0,NPkVill,9194.0,478.0,8.0,283.0,1,323831.0
10,1233.0,2.0,851.0,1875,1950,2.0,Gilbert,5175.0,813.0,7.0,681.0,0,458336.0
10,1079.0,1.0,1070.0,1930,1952,1.0,NPkVill,7729.0,490.0,5.0,325.0,0,399882.0
4,1723.0,1.0,948.0,1927,1966,1.0,Veenker,6679.0,1354.0,8.0,275.0,0,282605.0
8,1675.0,1.0,164.0,1958,1964,2.0,NridgHt,6509.0,982.0,5.0,272.0,1,316475.0
7,1984.0,1.0,1548.0,1994,1998,1.0,Mitchel,10025.0,1394.0,5.0,166.0,0,358402.0
5,1910.0,1.0,1021.0,2001,2010,2.0,StoneBr,10003.0,1005.0,4.0,267.0,0,320312.0
2,2114.0,2.0,845.0,1912,1950,2.0,NridgHt,8023.0,1731.0,8.0,452.0,1,283253.0
4,1514.0,1.0,812.0,2008,2010,2.0,Blueste,10779.0,1238.0,6.0,289.0,0,372216.0
7,1674.0,2.0,1214.0,1959,1975,2.0,Somerst,5800.0,1414.0,7.0,572.0,0,314575.0
10,1784.0,2.0,666.0,1881,1950,2.0,NridgHt,12592.0,840.0,6.0,616.0,2,342549.0
1,1589.0,2.0,69.0,2002,2009,2.0,Crawfor,8078.0,1425.0,5.0,672.0,0,241128.0
8,1306.0,2.0,1235.0,1891,1950,1.0,BrkSide,7032.0,733.0,5.0,558.0,2,415007.0
9,1340.0,1.0,1284.0,1953,1968,2.0,CollgCr,6019.0,790.0,6.0,371.0,3,354831.0
10,1086.0,2.0,970.0,1981,2006,1.0,NPkVill,7937.0,611.0,4.0,579.0,0,489468.0
5,1736.0,1.0,554.0,1906,1950,1.0,NridgHt,22818.0,990.0,6.0,228.0,0,339525.0
2,1466.0,2.0,1096.0,1909,1950,3.0,OldTown,8676.0,1024.0,5.0,515.0,0,289257.0
3,1167.0,1.0,416.0,1938,1950,2.0,Crawfor,5053.0,651.0,7.0,265.0,1,279735.0
9,1167.0,2.0,607.0,1994,2010,2.0,Blmngtn,14177.0,732.0,8.0,607.0,0,451131.0
9,880.0,2.0,728.0,1903,1950,1.0,NAmes,7073.0,656.0,4.0,484.0,1,330714.0
7,2029.0,3.0,1427.0,1964,1973,2.0,Crawfor,10320.0,1676.0,6.0,804.0,1,392141.0
2,1556.0,1.0,898.0,1934,1950,2.0,NPkVill,6615.0,1185.0,9.0,274.0,0,327560.0
2,1062.0,1.0,861.0,1887,1950,2.0,NPkVill,16990.0,762.0,5.0,262.0,0,219195.0
5,1939.0,2.0,1913.0,1970,2007,2.0,Somerst,6665.0,1001.0,7.0,625.0,0,256071.0
6,1221.0,3.0,1211.0,1987,2007,2.0,NoRidge,18014.0,998.0,7.0,917.0,0,267934.0
1,777.0,3.0,1205.0,1952,1958,2.0,BrDale,5300.0,363.0,8.0,980.0,0,237491.0
7,2051.0,2.0,895.0,1896,1950,2.0,StoneBr,7735.0,1167.0,7.0,534.0,1,346798.0
6,1233.0,3.0,796.0,1893,1950,2.0,StoneBr,18034.0,587.0,6.0,984.0,0,257938.0
1,1300.0,2.0,99.0,1930,1963,2.0,MeadowV,9741.0,975.0,7.0,451.0,0,226249.0
1,1537.0,3.0,1481.0,1942,1956,1.0,BrkSide,27882.0,946.0,7.0,673.0,0,288337.0
5,2115.0,1.0,1253.0,1948,1987,1.0,CollgCr,7828.0,1572.0,6.0,231.0,0,359390.0
8,1526.0,2.0,979.0,1905,1950,2.0,NoRidge,10183.0,925.0,4.0,561.0,0,285930.0
9,885.0,0.0,997.0,1941,1950,1.0,NoRidge,23215.0,580.0,8.0,0.0,1,287814.0
5,1801.0,1.0,1379.0,1913,1950,2.0,Veenker,4201.0,1182.0,8.0,256.0,2,299054.0
